requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/invite,POST,,-1,q2kh2-1747795727966-6000757da7f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",error,MISS,lambda,/api/planning-room/[groupId]/invite,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,iad1,-1,-1,[Invite API] Room not found: 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/invite,POST,,-1,q2kh2-1747795727966-6000757da7f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,lambda,/api/planning-room/[groupId]/invite,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,iad1,-1,-1,[Invite API] User authenticated: 101452305332594244500,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/invite,POST,,-1,q2kh2-1747795727966-6000757da7f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,lambda,/api/planning-room/[groupId]/invite,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,iad1,-1,-1,[Invite API] Starting invite generation for room: 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/invite,POST,,404,q2kh2-1747795727966-6000757da7f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",warning,MISS,lambda,/api/planning-room/[groupId]/invite,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,98,iad1,142,1024,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/cards,POST,nxtPgroupId=865f2c20-5181-47e6-9018-80eae9f6b933,-1,r8tlh-1747795727703-459ab69a8248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/cards,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] Saving cards for planning room 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/cards,POST,nxtPgroupId=865f2c20-5181-47e6-9018-80eae9f6b933,200,r8tlh-1747795727703-459ab69a8248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/cards,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/activity,GET,,-1,9vctx-1747795726703-66b2912780e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",warning,MISS,lambda,/api/planning-room/[groupId]/activity,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,iad1,-1,-1,"prisma:warn In production, we recommend using `prisma generate --no-engine` (See: `prisma generate --help`)",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/activity,GET,,404,9vctx-1747795726703-66b2912780e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",warning,MISS,lambda,/api/planning-room/[groupId]/activity,unifyplan.vercel.app,unifyplan.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,1292,iad1,142,1024,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,wbx48-1747795726751-a307f2b22fe3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,wbx48-1747795726751-a307f2b22fe3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/cards,GET,nxtPgroupId=865f2c20-5181-47e6-9018-80eae9f6b933,-1,rjkvg-1747795726703-b81264abae81,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/cards,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] Fetching cards for planning room 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,-1,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,"[API] /api/me - User authenticated: {
  sub: '101452305332594244500',
  email: 'dan.dc.chu@gmail.com',
  name: 'daniel chu'
}",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,-1,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,"[API] /api/me - Raw cookie header: g_state={""i_l"":0}; token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMDE0NTIzMDUzMzI1OTQyNDQ1MDAiLCJlbWFpbCI6ImRhbi5kYy5jaHVAZ21haWwuY29tIiwibmFtZSI6ImRhbmllbCBjaHUiLCJwaWN0dXJlIjoiaHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2EvQUNnOG9jTHhaY0tCdWpyU2cwQ2h3OEkyNXpNNWZOT3NOYndZU09CcjNlRmtxUDcwOEZycXh3PXM5Ni1jIiwiaWF0IjoxNzQ3Nzg5NjQyLCJpc3MiOiJvcGVuaG91c2UzIiwiYXVkIjoib3BlbmhvdXNlMy11c2VycyIsImV4cCI6MTc0ODM5NDQ0Mn0.i2PlmlssqrTyDPCWoCkh6IPt5M8uU0-X2SaitsU0xa8; auth_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMDE0NTIzMDUzMzI1OTQyNDQ1MDAiLCJlbWFpbCI6ImRhbi5kYy5jaHVAZ21haWwuY29tIiwibmFtZSI6ImRhbmllbCBjaHUiLCJwaWN0dXJlIjoiaHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2EvQUNnOG9jTHhaY0tCdWpyU2cwQ2h3OEkyNXpNNWZOT3NOYndZU09CcjNlRmtxUDcwOEZycXh3PXM5Ni1jIiwiaWF0IjoxNzQ3Nzg5NjQyLCJpc3MiOiJvcGVuaG91c2UzIiwiYXVkIjoib3BlbmhvdXNlMy11c2VycyIsImV4cCI6MTc0ODM5NDQ0Mn0.i2PlmlssqrTyDPCWoCkh6IPt5M8uU0-X2SaitsU0xa8",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,-1,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] /api/me - Found alternate auth_token cookie,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,-1,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] /api/me - Cookie token: Present,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,-1,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,"[API] /api/me - All cookies: [{""name"":""g_state"",""value"":""{\""i_l\"":0}""},{""name"":""token"",""value"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMDE0NTIzMDUzMzI1OTQyNDQ1MDAiLCJlbWFpbCI6ImRhbi5kYy5jaHVAZ21haWwuY29tIiwibmFtZSI6ImRhbmllbCBjaHUiLCJwaWN0dXJlIjoiaHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2EvQUNnOG9jTHhaY0tCdWpyU2cwQ2h3OEkyNXpNNWZOT3NOYndZU09CcjNlRmtxUDcwOEZycXh3PXM5Ni1jIiwiaWF0IjoxNzQ3Nzg5NjQyLCJpc3MiOiJvcGVuaG91c2UzIiwiYXVkIjoib3BlbmhvdXNlMy11c2VycyIsImV4cCI6MTc0ODM5NDQ0Mn0.i2PlmlssqrTyDPCWoCkh6IPt5M8uU0-X2SaitsU0xa8""},{""name"":""auth_token"",""value"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMDE0NTIzMDUzMzI1OTQyNDQ1MDAiLCJlbWFpbCI6ImRhbi5kYy5jaHVAZ21haWwuY29tIiwibmFtZSI6ImRhbmllbCBjaHUiLCJwaWN0dXJlIjoiaHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2EvQUNnOG9jTHhaY0tCdWpyU2cwQ2h3OEkyNXpNNWZOT3NOYndZU09CcjNlRmtxUDcwOEZycXh3PXM5Ni1jIiwiaWF0IjoxNzQ3Nzg5NjQyLCJpc3MiOiJvcGVuaG91c2UzIiwiYXVkIjoib3BlbmhvdXNlMy11c2VycyIsImV4cCI6MTc0ODM5NDQ0Mn0.i2PlmlssqrTyDPCWoCkh6IPt5M8uU0-X2SaitsU0xa8""}]",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,qt9rv-1747795726703-87bd553dd99b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/cards,GET,nxtPgroupId=865f2c20-5181-47e6-9018-80eae9f6b933,200,rjkvg-1747795726703-b81264abae81,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/cards,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,qt9rv-1747795726703-87bd553dd99b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/me,GET,,200,r8tlh-1747795726703-f095eac50702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/me,unifyplan.vercel.app,unifyplan-i13yx4pk3-daniels-projects-ba815d61.vercel.app,dpl_5A9QJLVC9Bn7A2rDeQbWNxMYwABj,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
